조향각,엑셀,브레이크
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.015533447265625,0.999969482421875,0.999969482421875
0.0155029296875,0.999969482421875,0.999969482421875
0.0155029296875,0.999969482421875,0.999969482421875
0.0155029296875,0.999969482421875,0.999969482421875
0.0155029296875,0.999969482421875,0.999969482421875
0.015411376953125,0.999969482421875,0.999969482421875
0.015411376953125,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015380859375,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
0.015350341796875,0.999969482421875,0.999969482421875
