,날짜,언론사,기사제목,링크
0, 2022.01.05 13:19,매일경제,"""이러다 300조까지 갈라""…삼성전자 지난해 장사 잘했다, 최대 매출 ...",https://finance.naver.com/item/news_read.naver?article_id=0004904590&office_id=009&code=005930&page=57&sm=
1, 2022.01.05 12:54,서울경제,"삼성, QD-디스플레이 첫선···OLED TV시장 출사표",https://finance.naver.com/item/news_read.naver?article_id=0004004535&office_id=011&code=005930&page=57&sm=
2, 2022.01.05 11:12,이데일리,[CES 2022]삼성 TV용 OLED '최초 공개'…두 번 접는 패...,https://finance.naver.com/item/news_read.naver?article_id=0005120603&office_id=018&code=005930&page=57&sm=
3, 2022.01.05 11:43,아시아경제,"[CES2022]""고도화된 연결 사회 주도""…삼성·LG, MZ세대에 주...",https://finance.naver.com/item/news_read.naver?article_id=0005026088&office_id=277&code=005930&page=57&sm=
4, 2022.01.05 11:32,파이낸셜뉴스,"[CES 2022] 한종희 삼성전자 부회장 ""지속가능 기술로 더 나은 ...",https://finance.naver.com/item/news_read.naver?article_id=0004767179&office_id=014&code=005930&page=57&sm=
5, 2022.01.05 11:30,아시아경제,"[CES2022]삼성, 미래 동행 키워드는 친환경·연결성…한종희 기조...",https://finance.naver.com/item/news_read.naver?article_id=0005026074&office_id=277&code=005930&page=57&sm=
6, 2022.01.05 11:32,헤럴드경제,[영상] “아재 이미지 벗어보자” 삼성 ‘이것’으로 MZ세대 공략 성공...,https://finance.naver.com/item/news_read.naver?article_id=0001933592&office_id=016&code=005930&page=57&sm=
7, 2022.01.05 11:32,한국경제,"""LG 시네빔 나와!""…삼성, 포터블 스크린 '더 프리스타일' 공개 ...",https://finance.naver.com/item/news_read.naver?article_id=0004649263&office_id=015&code=005930&page=57&sm=
8, 2022.01.05 11:32,매일경제,"""누워서 천장으로 넷플릭스 본다고?""…삼성이 내놓은 혁신 스크린",https://finance.naver.com/item/news_read.naver?article_id=0004904551&office_id=009&code=005930&page=57&sm=
9, 2022.01.05 11:31,서울경제,‘빠르고 가볍게’ 삼성 포터블 스크린 ‘더 프리스타일’ 공개[CES ...,https://finance.naver.com/item/news_read.naver?article_id=0004004514&office_id=011&code=005930&page=57&sm=
10, 2022.01.05 11:31,파이낸셜뉴스,"[CES 2022] 삼성, 초경량 프로젝터 '더 프리스타일' 공개…M...",https://finance.naver.com/item/news_read.naver?article_id=0004767177&office_id=014&code=005930&page=57&sm=
11, 2022.01.05 11:31,이데일리,"[CES 2022]삼성, 포터블 스크린 ‘더 프리스타일’ 공개…MZ세대...",https://finance.naver.com/item/news_read.naver?article_id=0005120635&office_id=018&code=005930&page=57&sm=
12, 2022.01.05 11:30,머니투데이,100인치 화면을 한 손에···삼성 포터블 스크린 '더 프리스타일' ...,https://finance.naver.com/item/news_read.naver?article_id=0004692301&office_id=008&code=005930&page=57&sm=
13, 2022.01.05 11:30,아시아경제,"""MZ세대 주목하라"" 삼성전자, 포터블 스크린 '더 프리스타일' 공개",https://finance.naver.com/item/news_read.naver?article_id=0005026075&office_id=277&code=005930&page=57&sm=
14, 2022.01.05 11:30,머니투데이,"""업종 초월한 협력 필요"" 삼성전자, 친환경 기술 모두와 나눈다",https://finance.naver.com/item/news_read.naver?article_id=0004692300&office_id=008&code=005930&page=57&sm=
15, 2022.01.05 11:26,헤럴드경제,"삼성, 메타버스 가속…‘AR글래스’ 기업 지분 인수 추진",https://finance.naver.com/item/news_read.naver?article_id=0001933575&office_id=016&code=005930&page=57&sm=
16, 2022.01.05 09:50,헤럴드경제,메타버스 확 키우는 삼성…‘AR글래스’ 기업 지분 인수 추진,https://finance.naver.com/item/news_read.naver?article_id=0001933385&office_id=016&code=005930&page=57&sm=
17, 2022.01.05 11:21,헤럴드경제,"2022 전략은 ‘T·I·G·E·R’…삼성전자, 북미시장서 애플 공략",https://finance.naver.com/item/news_read.naver?article_id=0001933539&office_id=016&code=005930&page=57&sm=
18, 2022.01.05 10:01,헤럴드경제,"[단독] 삼성전자, 임인년 ‘TIGER’ 전략으로 애플·북미시장 공략...",https://finance.naver.com/item/news_read.naver?article_id=0001933402&office_id=016&code=005930&page=57&sm=
19, 2022.01.05 11:19,아시아경제,다시 불붙은 외국인 삼성전자 '러브콜',https://finance.naver.com/item/news_read.naver?article_id=0005026053&office_id=277&code=005930&page=57&sm=
